roll_number,majority,congress,session,chamber,rollcall_num,legis_num,vote_question,amendment_num,amendment_author,vote_type,vote_result,action_date,vote_desc,action_time_etz,action_time,republican_yeas,republican_nays,republican_present,republican_not_voting,democratic_yeas,democratic_nays,democratic_present,democratic_not_voting,independent_yeas,independent_nays,independent_present,independent_not_voting,D_yea_pct,R_yea_pct
250,R,118,1st,U.S. House of Representatives,250,H RES 495,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,13-Jun-2023,Providing for consideration of the joint resolution (H.J.Res. 44); providing for consideration of the bill (H.R. 277); providing for consideration of the bill (H.R. 288); providing for consideration of the bill (H.R. 1615); and providing for consideration of the bill (H.R. 1640),14:16,2:16 PM,218,0,0,3,0,209,0,3,0,0,0,0,0.0,1.0
252,R,118,1st,U.S. House of Representatives,252,H J RES 44,On Passage,,,YEA-AND-NAY,Passed,13-Jun-2023,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Alcohol, Tobacco, Firearms, and Explosives relating to âFactoring Criteria for Firearms with Attached âStabilizing Bracesââ",17:39,5:39 PM,217,2,0,3,2,208,0,2,0,0,0,0,0.009523809523809525,0.9908675799086758
253,R,118,1st,U.S. House of Representatives,253,H J RES 42,"Passage, Objections of the President To The Contrary Notwithstanding",,,2/3 YEA-AND-NAY,Failed,13-Jun-2023,Disapproving the action of the District of Columbia Council in approving the Comprehensive Policing and Justice Reform Amendment Act,17:48,5:48 PM,220,0,0,2,13,197,0,2,0,0,0,0,0.06190476190476191,1.0
254,R,118,1st,,254,H R 1615,On Agreeing to the Amendment,1.0,Boebert of Colorado Part C Amendment No. 1,RECORDED VOTE,Agreed to,13-Jun-2023,,17:54,5:54 PM,216,3,0,5,6,207,0,2,0,0,0,0,0.028169014084507043,0.9863013698630136
255,R,118,1st,U.S. House of Representatives,255,H R 1615,On Passage,,,YEA-AND-NAY,Passed,13-Jun-2023,Gas Stove Protection and Freedom Act,18:04,6:04 PM,219,0,0,2,29,180,0,3,0,0,0,0,0.13875598086124402,1.0
257,R,118,1st,,257,H R 277,On Agreeing to the Amendment,4.0,Biggs of Arizona Part A Amendment No. 4,RECORDED VOTE,Failed,14-Jun-2023,,15:05,3:05 PM,211,10,0,3,0,213,0,2,0,0,0,0,0.0,0.9547511312217195
258,R,118,1st,,258,H R 277,On Agreeing to the Amendment,9.0,Good of Virginia Part A Amendment No. 9,RECORDED VOTE,Failed,14-Jun-2023,,15:13,3:13 PM,211,10,0,3,0,213,0,2,0,0,0,0,0.0,0.9547511312217195
259,R,118,1st,,259,H R 277,On Agreeing to the Amendment,10.0,Al Green of Texas Part A Amendment No. 10,RECORDED VOTE,Failed,14-Jun-2023,,15:16,3:16 PM,0,223,0,1,207,2,0,6,0,0,0,0,0.9904306220095693,0.0
260,R,118,1st,,260,H R 277,On Agreeing to the Amendment,11.0,Al Green of Texas Part A Amendment No. 11,RECORDED VOTE,Failed,14-Jun-2023,,15:20,3:20 PM,1,221,0,2,212,0,0,3,0,0,0,0,1.0,0.0045045045045045045
261,R,118,1st,,261,H R 277,On Agreeing to the Amendment,12.0,Houlahan of Pennsylvania Part A Amendment No. 12,RECORDED VOTE,Failed,14-Jun-2023,,15:25,3:25 PM,0,223,0,1,151,62,0,2,0,0,0,0,0.7089201877934272,0.0
262,R,118,1st,,262,H R 277,On Agreeing to the Amendment,14.0,Roy of Texas Part A Amendment No. 14,RECORDED VOTE,Failed,14-Jun-2023,,15:29,3:29 PM,217,6,0,1,0,213,0,2,0,0,0,0,0.0,0.9730941704035875
263,R,118,1st,,263,H R 277,On Agreeing to the Amendment,15.0,Roy of Texas Part A Amendment No. 15,RECORDED VOTE,Agreed to,14-Jun-2023,,15:34,3:34 PM,218,5,0,1,1,212,0,2,0,0,0,0,0.004694835680751174,0.9775784753363229
265,R,118,1st,U.S. House of Representatives,265,H R 277,On Passage,,,YEA-AND-NAY,Passed,14-Jun-2023,REINS Act,15:49,3:49 PM,220,0,0,1,1,210,0,1,0,0,0,0,0.004739336492890996,1.0
266,R,118,1st,,266,H R 1640,On Agreeing to the Amendment,2.0,McGovern of Massachusetts Part D Amendment No. 2,RECORDED VOTE,Failed,14-Jun-2023,,15:54,3:54 PM,0,221,0,3,207,3,0,5,0,0,0,0,0.9857142857142858,0.0
267,R,118,1st,,267,H R 1640,On Agreeing to the Amendment,3.0,Pallone of New Jersey Part D Amendment No. 3,RECORDED VOTE,Failed,14-Jun-2023,,15:59,3:59 PM,0,222,0,2,209,3,0,3,0,0,0,0,0.9858490566037735,0.0
268,R,118,1st,U.S. House of Representatives,268,H R 1640,On Passage,,,YEA-AND-NAY,Passed,14-Jun-2023,Save Our Gas Stoves Act,16:07,4:07 PM,220,0,0,1,29,181,0,2,0,0,0,0,0.1380952380952381,1.0
271,R,118,1st,U.S. House of Representatives,271,H R 288,On Passage,,,YEA-AND-NAY,Passed,15-Jun-2023,Separation of Powers Restoration Act,10:45,10:45 AM,219,1,0,1,1,210,0,1,0,0,0,0,0.004739336492890996,0.9954545454545455
275,R,118,1st,U.S. House of Representatives,275,H RES 524,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,21-Jun-2023,Providing for consideration of the bill (H.R. 3564) the Middle Class Borrower Protection Act; consideration of (H.R. 3799) the CHOICE Arrangement Act; consideration of (H. Res. 461) Condemning the use of elementary and secondary school facilities to provide shelter for aliens who are not admitted to the United States,13:54,1:54 PM,215,4,0,3,0,207,0,5,0,0,0,0,0.0,0.9817351598173516
277,R,118,1st,U.S. House of Representatives,277,H J RES 45,"Passage, Objections of the President To The Contrary Notwithstanding",,,2/3 YEA-AND-NAY,Failed,21-Jun-2023,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to âWaivers and Modifications of Federal Student Loansâ",18:00,6:00 PM,219,0,0,3,2,206,0,4,0,0,0,0,0.009615384615384616,1.0
278,R,118,1st,,278,H R 3799,On Agreeing to the Amendment,1.0,Hayes of Connecticut Part D Amendment No. 1,RECORDED VOTE,Failed,21-Jun-2023,,18:07,6:07 PM,0,220,0,5,211,0,0,4,0,0,0,0,1.0,0.0
279,R,118,1st,,279,H R 3799,On Agreeing to the Amendment,2.0,Molinaro of New York Part D Amendment No. 2,RECORDED VOTE,Agreed to,21-Jun-2023,,18:13,6:13 PM,220,1,0,3,61,150,0,4,0,0,0,0,0.2890995260663507,0.995475113122172
280,R,118,1st,,280,H R 3799,On Agreeing to the Amendment,3.0,Roy of Texas Part D Amendment No. 3,RECORDED VOTE,Agreed to,21-Jun-2023,,18:19,6:19 PM,222,0,0,3,6,206,0,3,0,0,0,0,0.02830188679245283,1.0
282,R,118,1st,U.S. House of Representatives,282,H R 3799,On Passage,,,YEA-AND-NAY,Passed,21-Jun-2023,CHOICE Arrangement Act,18:35,6:35 PM,220,0,0,2,0,209,0,3,0,0,0,0,0.0,1.0
283,R,118,1st,U.S. House of Representatives,283,H RES 521,On Agreeing to the Resolution,,,YEA-AND-NAY,Passed,21-Jun-2023,"Censuring Adam Schiff, Representative of the 30th Congressional District of California",18:43,6:43 PM,213,0,6,3,0,209,0,3,0,0,0,0,0.0,1.0
285,R,118,1st,U.S. House of Representatives,285,H RES 529,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,22-Jun-2023,"Relating to the resolution (H. Res. 503) impeaching Joseph R. Biden, Jr., President of the United States, for high crimes and misdemeanors",14:03,2:03 PM,219,0,0,3,0,208,0,4,0,0,0,0,0.0,1.0
286,R,118,1st,U.S. House of Representatives,286,H RES 461,On Agreeing to the Resolution,,,YEA-AND-NAY,Passed,22-Jun-2023,Condemning the use of elementary and secondary school facilities to provide shelter for aliens who are not admitted to the United States,14:09,2:09 PM,216,0,0,6,7,201,0,4,0,0,0,0,0.03365384615384615,1.0
287,R,118,1st,,287,H R 3564,On Agreeing to the Amendment,4.0,Pettersen of Colorado Part B Amendment No. 4,RECORDED VOTE,Failed,23-Jun-2023,,11:01,11:01 AM,0,216,0,8,204,0,0,11,0,0,0,0,1.0,0.0
289,R,118,1st,U.S. House of Representatives,289,H R 3564,On Passage,,,YEA-AND-NAY,Passed,23-Jun-2023,Middle Class Borrower Protection Act,11:17,11:17 AM,216,0,0,5,14,189,0,9,0,0,0,0,0.06896551724137931,1.0
293,R,118,1st,U.S. House of Representatives,293,H RES 582,On Agreeing to the Amendment,1.0,Cole of Oklahoma Amendment,RECORDED VOTE,Agreed to,12-Jul-2023,,14:01,2:01 PM,218,0,0,4,0,207,0,5,0,0,0,0,0.0,1.0
294,R,118,1st,U.S. House of Representatives,294,H RES 582,"On Agreeing to the Resolution, as Amended",,,RECORDED VOTE,Passed,12-Jul-2023,Providing for consideration of the bill (H.R. 2670) National Defense Authorization Act for FY 2024,14:09,2:09 PM,217,0,0,5,0,207,0,5,0,0,0,0,0.0,1.0
296,R,118,1st,U.S. House of Representatives,296,H RES 583,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,13-Jul-2023,Providing for further consideration of the bill (H.R. 2670) the National Defense Authorization Act for FY 2024,14:05,2:05 PM,220,0,0,2,0,208,0,4,0,0,0,0,0.0,1.0
297,R,118,1st,,297,H R 2670,On Agreeing to the Amendment,5.0,Rogers of Alabama Part B Amendment En Bloc No. 5,RECORDED VOTE,Agreed to,13-Jul-2023,,14:13,2:13 PM,211,9,0,4,188,22,0,5,0,0,0,0,0.8952380952380953,0.9590909090909091
298,R,118,1st,,298,H R 2670,On Agreeing to the Amendment,15.0,Blumenauer of Oregon Amendment No. 27,RECORDED VOTE,Failed,13-Jul-2023,,17:22,5:22 PM,3,205,0,16,195,12,0,8,0,0,0,0,0.9420289855072463,0.014423076923076924
299,R,118,1st,,299,H R 2670,On Agreeing to the Amendment,16.0,Tlaib of Michigan Amendment No. 28,RECORDED VOTE,Failed,13-Jul-2023,,17:25,5:25 PM,0,218,0,6,160,48,0,7,0,0,0,0,0.7692307692307693,0.0
300,R,118,1st,,300,H R 2670,On Agreeing to the Amendment,7.0,Jackson of Texas Amendment No. 5,RECORDED VOTE,Agreed to,13-Jul-2023,,17:29,5:29 PM,220,2,0,3,1,211,0,3,0,0,0,0,0.0047169811320754715,0.990990990990991
301,R,118,1st,,301,H R 2670,On Agreeing to the Amendment,8.0,Rosendale of Montana Amendment No. 10,RECORDED VOTE,Agreed to,13-Jul-2023,,17:32,5:32 PM,221,1,0,3,1,210,0,4,0,0,0,0,0.004739336492890996,0.9954954954954955
302,R,118,1st,,302,H R 2670,On Agreeing to the Amendment,9.0,Norman of South Carolina Amendment No. 20,RECORDED VOTE,Agreed to,13-Jul-2023,,17:35,5:35 PM,221,1,0,3,1,209,0,5,0,0,0,0,0.004761904761904762,0.9954954954954955
303,R,118,1st,,303,H R 2670,On Agreeing to the Amendment,10.0,Greene of Georgia Amendment No. 21,RECORDED VOTE,Failed,13-Jul-2023,,17:38,5:38 PM,89,130,0,5,0,211,0,4,0,0,0,0,0.0,0.4063926940639269
304,R,118,1st,,304,H R 2670,On Agreeing to the Amendment,11.0,Gaetz of Florida Amendment No. 22,RECORDED VOTE,Failed,13-Jul-2023,,17:40,5:40 PM,70,149,0,5,0,209,0,6,0,0,0,0,0.0,0.319634703196347
305,R,118,1st,,305,H R 2670,On Agreeing to the Amendment,12.0,Greene of Georgia Amendment No. 23,RECORDED VOTE,Failed,13-Jul-2023,,17:44,5:44 PM,95,121,2,6,0,211,0,4,0,0,0,0,0.0,0.4398148148148148
306,R,118,1st,,306,H R 2670,On Agreeing to the Amendment,13.0,Davidson of Ohio Amendment No. 24,RECORDED VOTE,Failed,13-Jul-2023,,17:48,5:48 PM,129,90,0,5,0,211,0,4,0,0,0,0,0.0,0.589041095890411
307,R,118,1st,,307,H R 2670,On Agreeing to the Amendment,14.0,Ogles of Tennessee Amendment No. 25,RECORDED VOTE,Failed,13-Jul-2023,,17:51,5:51 PM,71,149,0,4,0,211,0,4,0,0,0,0,0.0,0.32272727272727275
308,R,118,1st,,308,H R 2670,On Agreeing to the Amendment,17.0,Roy of Texas Amendment No. 30,RECORDED VOTE,Agreed to,13-Jul-2023,,17:54,5:54 PM,217,2,0,5,0,210,0,5,0,0,0,0,0.0,0.9908675799086758
309,R,118,1st,,309,H R 2670,On Agreeing to the Amendment,18.0,Roy of Texas Amendment No. 31,RECORDED VOTE,Agreed to,13-Jul-2023,,17:57,5:57 PM,218,0,0,6,9,201,1,4,0,0,0,0,0.04285714285714286,1.0
310,R,118,1st,,310,H R 2670,On Agreeing to the Amendment,19.0,Crane of Arizona Amendment No. 32,RECORDED VOTE,Agreed to,13-Jul-2023,,22:20,10:20 PM,213,1,0,10,1,209,0,5,0,0,0,0,0.004761904761904762,0.9953271028037384
311,R,118,1st,,311,H R 2670,On Agreeing to the Amendment,20.0,Norman of South Carolina Amendment No. 33,RECORDED VOTE,Failed,13-Jul-2023,,22:29,10:29 PM,216,4,0,4,0,212,0,3,0,0,0,0,0.0,0.9818181818181818
312,R,118,1st,U.S. House of Representatives,312,H R 2670,On Agreeing to the Amendment,20.0,Norman of South Carolina Amendment No. 33,RECORDED VOTE,Agreed to,13-Jul-2023,,22:38,10:38 PM,214,4,0,3,0,209,0,3,0,0,0,0,0.0,0.981651376146789
313,R,118,1st,,313,H R 2670,On Agreeing to the Amendment,21.0,Norman of South Carolina Amendment No. 34,RECORDED VOTE,Agreed to,13-Jul-2023,,22:43,10:43 PM,216,3,0,5,2,210,0,3,0,0,0,0,0.009433962264150943,0.9863013698630136
314,R,118,1st,,314,H R 2670,On Agreeing to the Amendment,22.0,Boebert of Colorado Amendment No. 35,RECORDED VOTE,Agreed to,13-Jul-2023,,22:46,10:46 PM,220,0,0,4,2,209,0,4,0,0,0,0,0.009478672985781991,1.0
315,R,118,1st,,315,H R 2670,On Agreeing to the Amendment,24.0,Waltz of Florida Amendment No. 41,RECORDED VOTE,Agreed to,13-Jul-2023,,22:49,10:49 PM,217,3,0,4,17,195,0,3,0,0,0,0,0.08018867924528301,0.9863636363636363
316,R,118,1st,,316,H R 2670,On Agreeing to the Amendment,27.0,Good of Virginia Amendment No. 47,RECORDED VOTE,Failed,13-Jul-2023,,22:52,10:52 PM,177,41,0,6,0,212,0,3,0,0,0,0,0.0,0.8119266055045872
317,R,118,1st,,317,H R 2670,On Agreeing to the Amendment,28.0,Greene of Georgia Amendment No. 48,RECORDED VOTE,Failed,13-Jul-2023,,22:55,10:55 PM,98,121,0,5,49,155,2,9,0,0,0,0,0.24019607843137256,0.4474885844748858
318,R,118,1st,,318,H R 2670,On Agreeing to the Amendment,29.0,Hageman of Wyoming Amendment No. 49,RECORDED VOTE,Agreed to,13-Jul-2023,,22:59,10:59 PM,218,1,0,5,0,212,0,3,0,0,0,0,0.0,0.9954337899543378
319,R,118,1st,,319,H R 2670,On Agreeing to the Amendment,30.0,Davidson of Ohio Amendment No. 50,RECORDED VOTE,Failed,13-Jul-2023,,23:02,11:02 PM,74,146,0,4,5,207,0,3,0,0,0,0,0.02358490566037736,0.33636363636363636
320,R,118,1st,,320,H R 2670,On Agreeing to the Amendment,31.0,Davidson of Ohio Amendment No. 51,RECORDED VOTE,Failed,13-Jul-2023,,23:05,11:05 PM,210,8,0,6,2,210,0,3,0,0,0,0,0.009433962264150943,0.963302752293578
321,R,118,1st,,321,H R 2670,On Agreeing to the Amendment,32.0,Gaetz of Florida Amendment No. 52,RECORDED VOTE,Failed,13-Jul-2023,,23:08,11:08 PM,210,9,0,5,0,212,0,3,0,0,0,0,0.0,0.958904109589041
322,R,118,1st,,322,H R 2670,On Agreeing to the Amendment,33.0,Biggs of Arizona Amendment No. 55,RECORDED VOTE,Failed,13-Jul-2023,,23:11,11:11 PM,193,25,0,6,0,212,0,3,0,0,0,0,0.0,0.8853211009174312
323,R,118,1st,,323,H R 2670,On Agreeing to the Amendment,34.0,Perry of Pennsylvania Amendment No. 56,RECORDED VOTE,Agreed to,13-Jul-2023,,23:14,11:14 PM,220,0,0,4,27,185,0,3,0,0,0,0,0.12735849056603774,1.0
324,R,118,1st,,324,H R 2670,On Agreeing to the Amendment,38.0,Burlison of Missouri Amendment No. 62,RECORDED VOTE,Agreed to,13-Jul-2023,,23:18,11:18 PM,218,2,0,4,0,211,0,4,0,0,0,0,0.0,0.990909090909091
325,R,118,1st,,325,H R 2670,On Agreeing to the Amendment,39.0,Banks of Indiana Amendment No. 63,RECORDED VOTE,Agreed to,14-Jul-2023,,10:34,10:34 AM,216,1,0,7,2,209,0,4,0,0,0,0,0.009478672985781991,0.9953917050691244
326,R,118,1st,,326,H R 2670,On Agreeing to the Amendment,40.0,Roy of Texas Amendment No. 64,RECORDED VOTE,Agreed to,14-Jul-2023,,10:39,10:39 AM,217,3,0,5,0,213,0,2,0,0,0,0,0.0,0.9863636363636363
328,R,118,1st,U.S. House of Representatives,328,H R 2670,On Passage,,,YEA-AND-NAY,Passed,14-Jul-2023,National Defense Authorization Act,10:55,10:55 AM,215,4,0,3,4,206,0,2,0,0,0,0,0.01904761904761905,0.9817351598173516
332,R,118,1st,U.S. House of Representatives,332,H RES 597,On Agreeing to the Resolution,,,RECORDED VOTE,Passed,18-Jul-2023,Providing for consideration of the bill (H.R. 3935) the Securing Growth and Robust Leadership in American Aviation Act; and providing for consideration of the bill (H.R. 3941) the Schools Not Shelters Act,13:45,1:45 PM,213,1,0,8,0,205,0,7,0,0,0,0,0.0,0.9953271028037384
333,R,118,1st,U.S. House of Representatives,333,H J RES 68,On Passage,,,YEA-AND-NAY,Failed,18-Jul-2023,"Relating to a national emergency declared by the President on October 27, 2006",17:51,5:51 PM,24,191,0,6,3,190,0,19,0,0,0,0,0.015544041450777202,0.11162790697674418
334,R,118,1st,U.S. House of Representatives,334,H J RES 70,On Passage,,,YEA-AND-NAY,Failed,18-Jul-2023,"Relating to a national emergency declared by the President on February 25, 2011",17:57,5:57 PM,26,189,0,6,4,199,0,9,0,0,0,0,0.019704433497536946,0.12093023255813953
335,R,118,1st,U.S. House of Representatives,335,H J RES 74,On Passage,,,YEA-AND-NAY,Failed,18-Jul-2023,"Relating to a national emergency declared by the President on May 16, 2012",18:03,6:03 PM,23,192,0,6,4,201,0,7,0,0,0,0,0.01951219512195122,0.10697674418604651
336,R,118,1st,U.S. House of Representatives,336,H J RES 71,On Passage,,,YEA-AND-NAY,Failed,18-Jul-2023,"Relating to a national emergency declared by the President on May 22, 2003",18:09,6:09 PM,22,194,0,5,4,200,0,8,0,0,0,0,0.0196078431372549,0.10185185185185185
337,R,118,1st,U.S. House of Representatives,337,H J RES 79,On Passage,,,YEA-AND-NAY,Failed,18-Jul-2023,"Relating to a national emergency declared by the President on May 11, 2004",18:15,6:15 PM,20,193,0,8,4,201,0,7,0,0,0,0,0.01951219512195122,0.09389671361502347
340,R,118,1st,U.S. House of Representatives,340,H R 3941,On Passage,,,YEA-AND-NAY,Passed,19-Jul-2023,Schools Not Shelters Act,21:26,9:26 PM,218,0,0,4,4,201,0,7,0,0,0,0,0.01951219512195122,1.0
341,R,118,1st,,341,H R 3935,On Agreeing to the Amendment,5.0,Langworthy of New York Part A Amendment No. 10,RECORDED VOTE,Agreed to,19-Jul-2023,,21:34,9:34 PM,49,173,0,3,194,18,0,3,0,0,0,0,0.9150943396226415,0.22072072072072071
342,R,118,1st,,342,H R 3935,On Agreeing to the Amendment,7.0,Feenstra of Iowa Part A Amendment No. 27,RECORDED VOTE,Failed,19-Jul-2023,,21:39,9:39 PM,199,23,0,3,4,208,0,3,0,0,0,0,0.018867924528301886,0.8963963963963963
343,R,118,1st,,343,H R 3935,On Agreeing to the Amendment,8.0,Fitzpatrick of Pennsylvania Part A Amendment No. 29,RECORDED VOTE,Agreed to,19-Jul-2023,,21:43,9:43 PM,182,39,0,4,210,2,0,3,0,0,0,0,0.9905660377358491,0.8235294117647058
344,R,118,1st,,344,H R 3935,On Agreeing to the Amendment,9.0,Gosar of Arizona Part A Amendment No. 33,RECORDED VOTE,Failed,19-Jul-2023,,21:46,9:46 PM,193,26,0,6,0,210,0,5,0,0,0,0,0.0,0.8812785388127854
345,R,118,1st,,345,H R 3935,On Agreeing to the Amendment,10.0,Miller of Illinois Part A Amendment No. 35,RECORDED VOTE,Failed,19-Jul-2023,,21:52,9:52 PM,177,46,0,2,0,212,0,3,0,0,0,0,0.0,0.7937219730941704
346,R,118,1st,,346,H R 3935,On Agreeing to the Amendment,11.0,Miller of Illinois Part A Amendment No. 36,RECORDED VOTE,Failed,19-Jul-2023,,21:56,9:56 PM,140,83,0,2,1,211,0,3,0,0,0,0,0.0047169811320754715,0.6278026905829597
347,R,118,1st,,347,H R 3935,On Agreeing to the Amendment,12.0,Huizenga of Michigan Part A Amendment No. 44,RECORDED VOTE,Agreed to,19-Jul-2023,,21:59,9:59 PM,207,16,0,2,13,199,0,3,0,0,0,0,0.06132075471698113,0.9282511210762332
348,R,118,1st,,348,H R 3935,On Agreeing to the Amendment,13.0,Issa of California Part A Amendment No. 47,RECORDED VOTE,Failed,19-Jul-2023,,22:02,10:02 PM,212,10,0,3,2,209,0,4,0,0,0,0,0.009478672985781991,0.954954954954955
349,R,118,1st,,349,H R 3935,On Agreeing to the Amendment,14.0,Jackson of Texas Part A Amendment No. 48,RECORDED VOTE,Failed,19-Jul-2023,,22:06,10:06 PM,203,20,0,2,8,204,0,3,0,0,0,0,0.03773584905660377,0.9103139013452914
350,R,118,1st,,350,H R 3935,On Agreeing to the Amendment,15.0,Kean of New Jersey Part A Amendment No. 50,RECORDED VOTE,Agreed to,19-Jul-2023,,22:09,10:09 PM,214,9,0,2,26,186,0,3,0,0,0,0,0.12264150943396226,0.9596412556053812
351,R,118,1st,,351,H R 3935,On Agreeing to the Amendment,17.0,McClintock of California Part A Amendment No. 62,RECORDED VOTE,Failed,19-Jul-2023,,22:12,10:12 PM,49,174,0,2,0,212,0,3,0,0,0,0,0.0,0.21973094170403587
352,R,118,1st,,352,H R 3935,On Agreeing to the Amendment,18.0,Miller of Illinois Part A Amendment No. 64,RECORDED VOTE,Failed,19-Jul-2023,,22:16,10:16 PM,213,10,0,2,3,209,0,3,0,0,0,0,0.014150943396226415,0.9551569506726457
353,R,118,1st,,353,H R 3935,On Agreeing to the Amendment,19.0,Miller of Illinois Part A Amendment No. 65,RECORDED VOTE,Failed,19-Jul-2023,,22:19,10:19 PM,181,42,0,2,0,212,0,3,0,0,0,0,0.0,0.8116591928251121
354,R,118,1st,,354,H R 3935,On Agreeing to the Amendment,21.0,Obernolte of California Part A Amendment No. 68,RECORDED VOTE,Agreed to,19-Jul-2023,,22:22,10:22 PM,216,6,0,3,13,199,0,3,0,0,0,0,0.06132075471698113,0.972972972972973
355,R,118,1st,,355,H R 3935,On Agreeing to the Amendment,22.0,Ogles of Tennessee Part A Amendment No. 69,RECORDED VOTE,Failed,19-Jul-2023,,22:25,10:25 PM,191,32,0,2,0,212,0,3,0,0,0,0,0.0,0.8565022421524664
356,R,118,1st,,356,H R 3935,On Agreeing to the Amendment,23.0,Ogles of Tennessee Part A Amendment No. 70,RECORDED VOTE,Failed,19-Jul-2023,,22:28,10:28 PM,206,16,0,3,0,211,0,4,0,0,0,0,0.0,0.9279279279279279
357,R,118,1st,,357,H R 3935,On Agreeing to the Amendment,24.0,Owens of Utah Part A Amendment No. 71,RECORDED VOTE,Failed,19-Jul-2023,,22:32,10:32 PM,167,55,0,3,38,174,0,3,0,0,0,0,0.1792452830188679,0.7522522522522522
358,R,118,1st,,358,H R 3935,On Agreeing to the Amendment,25.0,Perry of Pennsylvania Part A Amendment No. 73,RECORDED VOTE,Failed,19-Jul-2023,,22:35,10:35 PM,127,96,0,2,0,212,0,3,0,0,0,0,0.0,0.5695067264573991
359,R,118,1st,,359,H R 3935,On Agreeing to the Amendment,26.0,Perry of Pennsylvania Part A Amendment No. 74,RECORDED VOTE,Failed,19-Jul-2023,,22:38,10:38 PM,52,170,0,3,0,211,0,4,0,0,0,0,0.0,0.23423423423423423
360,R,118,1st,,360,H R 3935,On Agreeing to the Amendment,27.0,Perry of Pennsylvania Part A Amendment No. 75,RECORDED VOTE,Failed,19-Jul-2023,,22:42,10:42 PM,44,176,0,5,1,211,0,3,0,0,0,0,0.0047169811320754715,0.2
361,R,118,1st,,361,H R 3935,On Agreeing to the Amendment,28.0,Graves of Missouri Part A Amendment En Bloc No. 4,RECORDED VOTE,Agreed to,20-Jul-2023,,10:20,10:20 AM,187,19,0,18,161,38,0,16,0,0,0,0,0.8090452261306532,0.9077669902912622
362,R,118,1st,,362,H R 3935,On Agreeing to the Amendment,29.0,Perry of Pennsylvania Part A Amendment No. 76,RECORDED VOTE,Failed,20-Jul-2023,,10:23,10:23 AM,64,133,0,27,0,196,0,19,0,0,0,0,0.0,0.3248730964467005
363,R,118,1st,,363,H R 3935,On Agreeing to the Amendment,30.0,Perry of Pennsylvania Part A Amendment No. 77,RECORDED VOTE,Failed,20-Jul-2023,,10:30,10:30 AM,195,21,0,8,0,205,0,10,0,0,0,0,0.0,0.9027777777777778
364,R,118,1st,U.S. House of Representatives,364,H R 3935,On Passage,,,YEA-AND-NAY,Passed,20-Jul-2023,Securing Growth and Robust Leadership in American Aviation Act,10:38,10:38 AM,187,31,0,3,164,38,0,10,0,0,0,0,0.8118811881188119,0.8577981651376146
368,R,118,1st,U.S. House of Representatives,368,H RES 614,"On Agreeing to the Resolution, as Amended",,,RECORDED VOTE,Passed,26-Jul-2023,Providing for consideration of the bill (H.R. 4366); providing for consideration of the joint resolution (S.J. Res. 9); and providing for consideration of the joint resolution (S.J. Res. 24),13:58,1:58 PM,217,2,0,3,0,204,0,8,0,0,0,0,0.0,0.9908675799086758
369,R,118,1st,,369,H R 4366,On Agreeing to the Amendment,1.0,Ryan of New York Amendment No. 1,RECORDED VOTE,Agreed to,26-Jul-2023,,18:06,6:06 PM,189,19,0,17,205,0,0,10,0,0,0,0,1.0,0.9086538461538461
370,R,118,1st,,370,H R 4366,On Agreeing to the Amendment,2.0,Ogles of Tennessee Amendment No. 2,RECORDED VOTE,Failed,26-Jul-2023,,18:10,6:10 PM,98,120,0,7,1,207,0,7,0,0,0,0,0.004807692307692308,0.44954128440366975
371,R,118,1st,,371,H R 4366,On Agreeing to the Amendment,3.0,Greene of Georgia Amendment No. 3,RECORDED VOTE,Failed,26-Jul-2023,,18:14,6:14 PM,83,137,0,5,0,210,0,5,0,0,0,0,0.0,0.37727272727272726
372,R,118,1st,,372,H R 4366,On Agreeing to the Amendment,6.0,Greene of Georgia Amendment No. 34,RECORDED VOTE,Failed,26-Jul-2023,,18:17,6:17 PM,204,16,0,5,0,211,0,4,0,0,0,0,0.0,0.9272727272727272
373,R,118,1st,,373,H R 4366,On Agreeing to the Amendment,7.0,Bost of Illinois Amendment No. 35,RECORDED VOTE,Agreed to,26-Jul-2023,,18:21,6:21 PM,222,1,0,2,6,205,0,4,0,0,0,0,0.02843601895734597,0.9955156950672646
374,R,118,1st,,374,H R 4366,On Agreeing to the Amendment,9.0,Rosendale of Montana Amendment No. 37,RECORDED VOTE,Agreed to,26-Jul-2023,,18:24,6:24 PM,223,0,0,2,0,211,0,4,0,0,0,0,0.0,1.0
375,R,118,1st,,375,H R 4366,On Agreeing to the Amendment,10.0,Roy of Texas Amendment No. 38,RECORDED VOTE,Agreed to,26-Jul-2023,,18:27,6:27 PM,223,0,0,2,1,210,0,4,0,0,0,0,0.004739336492890996,1.0
376,R,118,1st,,376,H R 4366,On Agreeing to the Amendment,11.0,Roy of Texas Amendment No. 39,RECORDED VOTE,Agreed to,26-Jul-2023,,18:30,6:30 PM,220,2,0,3,1,210,0,4,0,0,0,0,0.004739336492890996,0.990990990990991
