Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments
Spouse,SPY,S&P 500 SPDR,Purchase,05/24/2023,"$1,001 - $15,000",n/a
Spouse,GGFPX,Goldman Sachs International Equity Insights Fund,Purchase,05/24/2023,"$1,001 - $15,000",n/a
Spouse,HYD,VanEck ETF Trust VanEck High Yield Muni ETF,Purchase,10/16/2023,"$100,001 - $250,000",n/a
Spouse,BKLN,Invesco Senior Loan ETF,Purchase,10/17/2023,"$250,001 - $500,000",n/a
Spouse,SPY,S&P 500 SPDR,Purchase,11/17/2023,"$50,001 - $100,000",n/a
Spouse,GGLPX,Goldman Sachs High Yield Municipal Fund Class P,Purchase,11/28/2023,"$100,001 - $250,000",n/a
Spouse,GGNPX,Goldman Sachs High Yield Floating Rate Fund Clas,Purchase,11/29/2023,"$250,001 - $500,000",n/a
Self,--,Bank of Nova Scotia Structured Note Upside Levered Capped due 2/23/2023; linked to GSPINFL2,Sale (Full),02/23/2023,"$250,001 - $500,000",n/a
Self,IWD,iShares Russell 1000 Value ETF,Sale (Partial),12/14/2023,"$250,001 - $500,000",n/a
Self,IWF,iShares Russell 1000 Growth ETF,Sale (Partial),12/14/2023,"$250,001 - $500,000",n/a
Self,GGFPX,Goldman Sachs International Equity Insights Fund,Sale (Partial),12/14/2023,"$100,001 - $250,000",n/a
Self,ACWX,iShares MSCI ACWI ex U.S. ETF,Sale (Partial),12/14/2023,"$100,001 - $250,000",n/a
Self,GGNPX,Goldman Sachs High Yield Floating Rate Fund Clas,Sale (Partial),12/14/2023,"$100,001 - $250,000",n/a
Spouse,IWD,iShares Russell 1000 Value ETF,Sale (Partial),01/03/2023,"$250,001 - $500,000",n/a
