Owner,Ticker,Asset Name,Asset Type,Transaction Type,Transaction Date,Amount
Spouse,KMI,Kinder Morgan; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,KMB,Kimberly-Clark Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,KEY,KeyCorp,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,KAR,KAR Auction Services; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,JNJ,Johnson & Johnson,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,JPM,JPMorgan Chase & Co.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,HSY,The Hershey Company,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,GSK,GlaxoSmithKline plc,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,GILD,Gilead Sciences; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,GM,General Motors Company,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,GE,General Electric Company,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,GD,General Dynamics Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,FL,Foot Locker; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,XOM,Exxon Mobil Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,EXC,Exelon Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,ETR,Entergy Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,DNKN,Dunkin' Brands Group; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,DUK,Duke Energy Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,DOW,The Dow Chemical Company,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,DIS,The Walt Disney Company,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,CCI,Crown Castle International Corp.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,COP,ConocoPhillips,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,CMA,Comerica Incorporated,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,CMCSA,Comcast Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,KO,The Coca-Cola Company,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,CSCO,Cisco Systems; Inc.,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,CVX,Chevron Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,CVS,CVS Health Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,BMY,Bristol-Myers Squibb Company,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,BA,The Boeing Company,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
Spouse,BAC,Bank of America Corporation,Stock,Purchase,03/16/2017,"$1,001 - $15,000"
